,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineStyle,Full_Name,Rating_Somm
12911,Treviso Prosecco Extra Dry N.V.,Italy,Prosecco di Treviso,Borgo Molino,3.6,236,11.9,2050,sparkling,Treviso Prosecco Extra Dry N.V. Borgo Molino sparkling,Above Average to Very Good
12912,Esprit de Victoria Blanc de Blancs Brut Champagne N.V.,France,Champagne,Joseph Perrier,4.0,237,55.85,2050,sparkling,Esprit de Victoria Blanc de Blancs Brut Champagne N.V. Joseph Perrier sparkling,Outstanding
12913,Cuvée Prestige Crémant de Bourgogne Brut N.V.,France,Crémant de Bourgogne,Domaine de La Grande Côte,3.9,238,14.95,2050,sparkling,Cuvée Prestige Crémant de Bourgogne Brut N.V. Domaine de La Grande Côte sparkling,Outstanding
12914,Rosé Extra Dry N.V.,Italy,Veneto,Maschio dei Cavalieri,3.6,242,9.29,2050,sparkling,Rosé Extra Dry N.V. Maschio dei Cavalieri sparkling,Above Average to Very Good
12915,Éclats de Meulière Extra-Brut Champagne N.V.,France,Champagne,Jeaunaux-Robin,4.0,242,38.5,2050,sparkling,Éclats de Meulière Extra-Brut Champagne N.V. Jeaunaux-Robin sparkling,Outstanding
12916,Brut Rosé N.V.,Italy,Lombardia,Aldo Rainoldi,3.7,244,22.9,2050,sparkling,Brut Rosé N.V. Aldo Rainoldi sparkling,Above Average to Very Good
12917,Les Fumées Blanches Sauvignon Blanc Sparkling (Pétillant) 2018,France,Vin de France,François Lurton,3.7,246,7.45,2018,sparkling,Les Fumées Blanches Sauvignon Blanc Sparkling (Pétillant) 2018 François Lurton sparkling,Above Average to Very Good
12918,Franciacorta Satèn 2014,Italy,Franciacorta,Bellavista,4.1,246,57.28,2014,sparkling,Franciacorta Satèn 2014 Bellavista sparkling,Outstanding
12919,Rosé Sekt Trocken N.V.,Germany,Rheingau,Fürst von Metternich,3.5,248,11.49,2050,sparkling,Rosé Sekt Trocken N.V. Fürst von Metternich sparkling,Above Average to Very Good
12920,Brut Nature Champagne (Philippe Starck) 2012,France,Champagne,Louis Roederer,4.1,249,79.9,2012,sparkling,Brut Nature Champagne (Philippe Starck) 2012 Louis Roederer sparkling,Outstanding
12921,Jahrgangs Sekt Extra Dry N.V.,Germany,Rheingau,Mumm & Co,3.2,249,7.79,2050,sparkling,Jahrgangs Sekt Extra Dry N.V. Mumm & Co sparkling,Above Average to Very Good
12922,Welschriesling Brut N.V.,Austria,Niederösterreich,Szigeti,3.5,251,13.2,2050,sparkling,Welschriesling Brut N.V. Szigeti sparkling,Above Average to Very Good
12923,Crémant de Luxembourg Brut N.V.,Luxembourg,Crémant de Luxembourg,Domaine Clos des Rochers,3.9,251,28.86,2050,sparkling,Crémant de Luxembourg Brut N.V. Domaine Clos des Rochers sparkling,Outstanding
12924,Cava Reserva Brut Cinta Purpura 2016,Spain,Cava,Juvé & Camps,3.8,251,12.95,2016,sparkling,Cava Reserva Brut Cinta Purpura 2016 Juvé & Camps sparkling,Above Average to Very Good
12925,Brut Champagne N.V.,France,Champagne,Comtesse Lafond,4.0,252,39.9,2050,sparkling,Brut Champagne N.V. Comtesse Lafond sparkling,Outstanding
12926,Extra Dry N.V.,Italy,Salento,Liboll,3.7,253,7.45,2050,sparkling,Extra Dry N.V. Liboll sparkling,Above Average to Very Good
12927,Cuvée Rosée Brut Champagne N.V.,France,Champagne,Veuve A. Devaux,3.8,253,36.9,2050,sparkling,Cuvée Rosée Brut Champagne N.V. Veuve A. Devaux sparkling,Above Average to Very Good
12928,Blanc de Blancs Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Henriet-Bazin,3.9,254,34.95,2050,sparkling,Blanc de Blancs Brut Champagne Premier Cru N.V. Henriet-Bazin sparkling,Outstanding
12929,Rosato Spumante Brut N.V.,Italy,Veneto,Zonin,3.6,256,8.53,2050,sparkling,Rosato Spumante Brut N.V. Zonin sparkling,Above Average to Very Good
12930,Tradition Brut Champagne Grand Cru 'Le Mesnil-sur-Oger' N.V.,France,Champagne Grand Cru 'Le Mesnil-sur-Oger',Jean Pernet,3.7,257,29.9,2050,sparkling,Tradition Brut Champagne Grand Cru 'Le Mesnil-sur-Oger' N.V. Jean Pernet sparkling,Above Average to Very Good
12931,Reynal Vinos de Aguja Blanco N.V.,Spain,Penedès,Pinord,3.5,257,4.99,2050,sparkling,Reynal Vinos de Aguja Blanco N.V. Pinord sparkling,Above Average to Very Good
12932,Collevento 921 Prosecco N.V.,Italy,Prosecco,Antonutti,3.8,258,8.39,2050,sparkling,Collevento 921 Prosecco N.V. Antonutti sparkling,Above Average to Very Good
12933,Crémant d'Alsace Rosé Brut N.V.,France,Crémant d'Alsace,Bestheim,3.8,259,11.5,2050,sparkling,Crémant d'Alsace Rosé Brut N.V. Bestheim sparkling,Above Average to Very Good
12934,Crémant d'Alsace Blanc de Noirs N.V.,France,Crémant d'Alsace,Dopff au Moulin,3.8,260,16.95,2050,sparkling,Crémant d'Alsace Blanc de Noirs N.V. Dopff au Moulin sparkling,Above Average to Very Good
12935,Grande Réserve Brut Champagne Grand Cru N.V.,France,Champagne Grand Cru,André Roger,4.0,263,35.81,2050,sparkling,Grande Réserve Brut Champagne Grand Cru N.V. André Roger sparkling,Outstanding
12936,Asolo Prosecco Superiore N.V.,Italy,Asolo Prosecco,Villa Sandi,3.6,263,8.9,2050,sparkling,Asolo Prosecco Superiore N.V. Villa Sandi sparkling,Above Average to Very Good
12937,Conde de Haro Brut Rosé N.V.,Spain,Cava,Muga,3.7,264,16.47,2050,sparkling,Conde de Haro Brut Rosé N.V. Muga sparkling,Above Average to Very Good
12938,Franciacorta Saten Brut 2015,Italy,Franciacorta,Ferghettina,4.0,265,38.7,2015,sparkling,Franciacorta Saten Brut 2015 Ferghettina sparkling,Outstanding
12939,Bianco Secco N.V.,Italy,Emilia-Romagna,Duca del Valentino,3.5,270,7.66,2050,sparkling,Bianco Secco N.V. Duca del Valentino sparkling,Above Average to Very Good
12940,Femme de Champagne 1996,France,Champagne,Duval-Leroy,4.5,271,239.7,1996,sparkling,Femme de Champagne 1996 Duval-Leroy sparkling,Outstanding
12941,Réserve Brut Champagne Grand Cru N.V.,France,Champagne Grand Cru,Autréau de Champillon,4.0,272,29.5,2050,sparkling,Réserve Brut Champagne Grand Cru N.V. Autréau de Champillon sparkling,Outstanding
12942,Cava Brut N.V.,Spain,Cava,Mas Macià,3.5,273,8.45,2050,sparkling,Cava Brut N.V. Mas Macià sparkling,Above Average to Very Good
12943,Lapiaz Crémant du Jura Brut N.V.,France,Crémant du Jura,Tissot-Maire,3.5,273,12.9,2050,sparkling,Lapiaz Crémant du Jura Brut N.V. Tissot-Maire sparkling,Above Average to Very Good
12944,Col de Mez Valdobbiadene Prosecco N.V.,Italy,Conegliano-Valdobbiadene Prosecco,Soligo,3.6,274,8.5,2050,sparkling,Col de Mez Valdobbiadene Prosecco N.V. Soligo sparkling,Above Average to Very Good
12945,Accussi Extra Dry N.V.,Italy,Sicilia,Feudo Arancio,3.6,276,10.9,2050,sparkling,Accussi Extra Dry N.V. Feudo Arancio sparkling,Above Average to Very Good
12946,Cuvée Brut Rosé N.V.,Italy,Veneto,Carpenè Malvolti,3.8,278,11.9,2050,sparkling,Cuvée Brut Rosé N.V. Carpenè Malvolti sparkling,Above Average to Very Good
12947,Grande Réserve Champagne N.V.,France,Champagne,Louis Casters,3.8,279,22.95,2050,sparkling,Grande Réserve Champagne N.V. Louis Casters sparkling,Above Average to Very Good
12948,Crémant de Limoux Brut N.V.,France,Crémant de Limoux,Château Martinolles,3.7,279,11.9,2050,sparkling,Crémant de Limoux Brut N.V. Château Martinolles sparkling,Above Average to Very Good
12949,Soave Brut N.V.,Italy,Soave,Riondo,3.6,281,6.75,2050,sparkling,Soave Brut N.V. Riondo sparkling,Above Average to Very Good
12950,Cristal Brut Champagne (Millésimé) 2012,France,Champagne,Louis Roederer,4.5,282,205.84,2012,sparkling,Cristal Brut Champagne (Millésimé) 2012 Louis Roederer sparkling,Outstanding
12951,‘61 Franciacorta Brut 1961,Italy,Lombardia,Berlucchi,3.9,282,17.95,1961,sparkling,‘61 Franciacorta Brut 1961 Berlucchi sparkling,Outstanding
12952,Demi-Sec Champagne (Cuvée Royale) N.V.,France,Champagne,Joseph Perrier,3.9,283,36.5,2050,sparkling,Demi-Sec Champagne (Cuvée Royale) N.V. Joseph Perrier sparkling,Outstanding
12953,Terre de Vertus Champagne Premier Cru 2013,France,Champagne Premier Cru,Larmandier-Bernier,4.2,286,58.39,2013,sparkling,Terre de Vertus Champagne Premier Cru 2013 Larmandier-Bernier sparkling,Outstanding
12954,Crémant de Bourgogne Rosé Brut N.V.,France,Bourgogne,Caves de Marsigny,3.6,287,14.99,2050,sparkling,Crémant de Bourgogne Rosé Brut N.V. Caves de Marsigny sparkling,Above Average to Very Good
12955,Dom Ruinart Blanc de Blancs Brut Champagne 2007,France,Champagne,Ruinart,4.5,287,169.0,2007,sparkling,Dom Ruinart Blanc de Blancs Brut Champagne 2007 Ruinart sparkling,Outstanding
12956,Blanc de Blancs Millésimé Brut Champagne Premier Cru N.V.,France,Champagne Premier Cru,Doyard Mahé,4.1,287,36.5,2050,sparkling,Blanc de Blancs Millésimé Brut Champagne Premier Cru N.V. Doyard Mahé sparkling,Outstanding
12957,Nocturne City Lights Sec Champagne N.V.,France,Champagne,Taittinger,4.0,288,49.3,2050,sparkling,Nocturne City Lights Sec Champagne N.V. Taittinger sparkling,Outstanding
12958,Brut Extrem Champagne N.V.,France,Champagne,Nicolas Feuillatte,3.6,289,35.0,2050,sparkling,Brut Extrem Champagne N.V. Nicolas Feuillatte sparkling,Above Average to Very Good
12959,Soldati Metodo Classico Brut N.V.,Italy,Gavi,La Scolca,3.8,290,28.19,2050,sparkling,Soldati Metodo Classico Brut N.V. La Scolca sparkling,Above Average to Very Good
12960,Millésime Brut Collection Mémoire Champagne Grand Cru 'Aÿ' 2008,France,Champagne Grand Cru 'Aÿ',Lallier,4.3,290,69.36,2008,sparkling,Millésime Brut Collection Mémoire Champagne Grand Cru 'Aÿ' 2008 Lallier sparkling,Outstanding
12961,Réserve 4 Cèpages Brut Champagne N.V.,France,Champagne,Robert Barbichon,3.8,291,36.95,2050,sparkling,Réserve 4 Cèpages Brut Champagne N.V. Robert Barbichon sparkling,Above Average to Very Good
12962,Secret Sparkling Rosé N.V.,South Africa,Western Cape,Spier,3.5,293,8.32,2050,sparkling,Secret Sparkling Rosé N.V. Spier sparkling,Above Average to Very Good
12963,Vendemmia Brut 2012,Italy,Franciacorta,Bellavista,4.1,293,39.0,2012,sparkling,Vendemmia Brut 2012 Bellavista sparkling,Outstanding
12964,Prosecco Extra Dry N.V.,Italy,Prosecco,Forchir,3.5,294,10.11,2050,sparkling,Prosecco Extra Dry N.V. Forchir sparkling,Above Average to Very Good
12965,Prosecco N.V.,Italy,Prosecco,Ca' di Alte,3.7,294,9.57,2050,sparkling,Prosecco N.V. Ca' di Alte sparkling,Above Average to Very Good
12966,Amatista Moscato Rosado N.V.,Spain,Valencia,Reymos,3.8,296,4.89,2050,sparkling,Amatista Moscato Rosado N.V. Reymos sparkling,Above Average to Very Good
12967,Primabolla Lambrusco N.V.,Italy,Reggiano,Cantina Puianello,3.5,297,7.06,2050,sparkling,Primabolla Lambrusco N.V. Cantina Puianello sparkling,Above Average to Very Good
12968,Brut Champagne (Cuvée Royale) 2008,France,Champagne,Joseph Perrier,4.0,297,46.5,2008,sparkling,Brut Champagne (Cuvée Royale) 2008 Joseph Perrier sparkling,Outstanding
12969,Saphir Saumur Brut Vintage 2017,France,Saumur,Bouvet-Ladubay,3.5,298,11.65,2017,sparkling,Saphir Saumur Brut Vintage 2017 Bouvet-Ladubay sparkling,Above Average to Very Good
12970,Triumvirat Grande Cuvée Brut N.V.,Germany,Rheinhessen,Raumland,4.2,299,45.49,2050,sparkling,Triumvirat Grande Cuvée Brut N.V. Raumland sparkling,Outstanding
12971,Rosé Brut Champagne 2012,France,Champagne,Deutz,4.1,300,55.89,2012,sparkling,Rosé Brut Champagne 2012 Deutz sparkling,Outstanding
12972,Cuvée Spéciale Demi Sec N.V.,France,Loire Valley,Marquis de la Tour,3.8,301,8.25,2050,sparkling,Cuvée Spéciale Demi Sec N.V. Marquis de la Tour sparkling,Above Average to Very Good
12973,Brut Rosé N.V.,Italy,Trentino-Alto Adige,Arunda,3.8,304,22.5,2050,sparkling,Brut Rosé N.V. Arunda sparkling,Above Average to Very Good
12974,Riesling Sekt Extra Dry N.V.,Germany,Mosel,Dr. Loosen,3.7,306,17.74,2050,sparkling,Riesling Sekt Extra Dry N.V. Dr. Loosen sparkling,Above Average to Very Good
12975,Millesimato Rosé Spumante N.V.,Italy,Veneto,Canella,3.7,306,12.95,2050,sparkling,Millesimato Rosé Spumante N.V. Canella sparkling,Above Average to Very Good
12976,Riesling Brut N.V.,Germany,Rheinhessen,Raumland,3.7,307,17.9,2050,sparkling,Riesling Brut N.V. Raumland sparkling,Above Average to Very Good
12977,Haus Klosterberg Sekt Brut Cuvée N.V.,Germany,Mosel,Markus Molitor,3.7,310,9.01,2050,sparkling,Haus Klosterberg Sekt Brut Cuvée N.V. Markus Molitor sparkling,Above Average to Very Good
12978,Prosecco Ice Demi-Sec N.V.,Italy,Prosecco,Zonin,3.5,310,8.99,2050,sparkling,Prosecco Ice Demi-Sec N.V. Zonin sparkling,Above Average to Very Good
12979,Brut Rosé Champagne Grand Cru 'Chouilly' N.V.,France,Champagne Grand Cru 'Chouilly',Legras & Haas,3.8,312,40.8,2050,sparkling,Brut Rosé Champagne Grand Cru 'Chouilly' N.V. Legras & Haas sparkling,Above Average to Very Good
12980,Moscato d'Asti 2019,Italy,Moscato d'Asti,G.D. Vajra,3.9,312,15.2,2019,sparkling,Moscato d'Asti 2019 G.D. Vajra sparkling,Outstanding
12981,Blanc de Blancs Brut Champagne 2007,France,Champagne,Deutz,4.2,313,74.9,2007,sparkling,Blanc de Blancs Brut Champagne 2007 Deutz sparkling,Outstanding
12982,Prosecco Treviso Frizzante N.V.,Italy,Prosecco di Treviso,Val d'Oca,3.6,315,6.9,2050,sparkling,Prosecco Treviso Frizzante N.V. Val d'Oca sparkling,Above Average to Very Good
12983,Franciacorta Brut N.V.,Italy,Franciacorta,Clarabella,3.5,316,19.8,2050,sparkling,Franciacorta Brut N.V. Clarabella sparkling,Above Average to Very Good
12984,ORO Prosecco Treviso Brut N.V.,Italy,Prosecco di Treviso,Val d'Oca,3.5,319,10.99,2050,sparkling,ORO Prosecco Treviso Brut N.V. Val d'Oca sparkling,Above Average to Very Good
12985,Cuvée Katharina Brut N.V.,Germany,Rheinhessen,Raumland,3.8,320,23.19,2050,sparkling,Cuvée Katharina Brut N.V. Raumland sparkling,Above Average to Very Good
12986,Cabochon Brut 2008,Italy,Franciacorta,Monte Rossa,4.2,322,99.0,2008,sparkling,Cabochon Brut 2008 Monte Rossa sparkling,Outstanding
12987,Assemblage Brut Champagne 2008,France,Champagne,Bruno Paillard,4.3,331,68.19,2008,sparkling,Assemblage Brut Champagne 2008 Bruno Paillard sparkling,Outstanding
12988,Brut Premier Champagne 2012,France,Champagne Premier Cru,Louis Roederer,4.1,333,62.9,2012,sparkling,Brut Premier Champagne 2012 Louis Roederer sparkling,Outstanding
12989,L'Ermitage Brut 2011,United States,Anderson Valley,Roederer Estate,4.2,334,59.9,2011,sparkling,L'Ermitage Brut 2011 Roederer Estate sparkling,Outstanding
12990,Rosé Spumante Extra Dry N.V.,Italy,Veneto,Collalto,3.8,334,10.95,2050,sparkling,Rosé Spumante Extra Dry N.V. Collalto sparkling,Above Average to Very Good
12991,Cuvée de La Rue des Noyers Champagne N.V.,France,Champagne,Benoît Déhu,4.2,335,74.01,2050,sparkling,Cuvée de La Rue des Noyers Champagne N.V. Benoît Déhu sparkling,Outstanding
12992,Carte d'Or Brut Champagne N.V.,France,Champagne,Irroy,3.6,336,36.59,2050,sparkling,Carte d'Or Brut Champagne N.V. Irroy sparkling,Above Average to Very Good
12993,Cava Carta Rotiña Premium Semi Seco N.V.,Spain,Cava,Freixenet,3.5,336,8.49,2050,sparkling,Cava Carta Rotiña Premium Semi Seco N.V. Freixenet sparkling,Above Average to Very Good
12994,Cuvée de Reserve Blanc de Noirs Champagne Brut N.V.,France,Champagne,Gallimard Père & Fils,4.1,337,24.95,2050,sparkling,Cuvée de Reserve Blanc de Noirs Champagne Brut N.V. Gallimard Père & Fils sparkling,Outstanding
12995,Code Rouge Brut Eternel Blancs de Blancs N.V.,France,Crémant de Limoux,Gérard Bertrand,3.6,339,31.77,2050,sparkling,Code Rouge Brut Eternel Blancs de Blancs N.V. Gérard Bertrand sparkling,Above Average to Very Good
12996,Flaschengärung Grand Rosé Sec N.V.,Germany,Baden,Geldermann,3.9,340,13.49,2050,sparkling,Flaschengärung Grand Rosé Sec N.V. Geldermann sparkling,Outstanding
12997,RSV Blush Espumante 2015,Brazil,Vale dos Vinhedos,Casa Valduga,3.9,340,14.95,2015,sparkling,RSV Blush Espumante 2015 Casa Valduga sparkling,Outstanding
12998,Blanc de Blancs Champagne (Extra Cuvée de Réserve) 2012,France,Champagne,Pol Roger,4.2,343,77.79,2012,sparkling,Blanc de Blancs Champagne (Extra Cuvée de Réserve) 2012 Pol Roger sparkling,Outstanding
12999,Franciacorta Satèn 2011,Italy,Franciacorta,Bellavista,4.2,344,48.4,2011,sparkling,Franciacorta Satèn 2011 Bellavista sparkling,Outstanding
13000,Cava Reyes de Aragón Reserva Brut N.V.,Spain,Cava,Bodegas Langa,3.6,349,9.95,2050,sparkling,Cava Reyes de Aragón Reserva Brut N.V. Bodegas Langa sparkling,Above Average to Very Good
13001,Blanc de Noirs Brut Champagne N.V.,France,Champagne,Robert Barbichon,3.9,349,35.6,2050,sparkling,Blanc de Noirs Brut Champagne N.V. Robert Barbichon sparkling,Outstanding
13002,Brut Blanc de Blancs N.V.,France,Beaune,Veuve du Vernay,3.8,350,8.25,2050,sparkling,Brut Blanc de Blancs N.V. Veuve du Vernay sparkling,Above Average to Very Good
13003,Blanc de Noirs Brut Champagne N.V.,France,Champagne,Gremillet,3.8,351,35.95,2050,sparkling,Blanc de Noirs Brut Champagne N.V. Gremillet sparkling,Above Average to Very Good
13004,Signature Chardonnay - Pinot Noir 2019,South Africa,Stellenbosch,Spier,3.6,352,6.5,2019,sparkling,Signature Chardonnay - Pinot Noir 2019 Spier sparkling,Above Average to Very Good
13005,Cuvée Nicolas François Billecart Brut Champagne 2006,France,Champagne,Billecart-Salmon,4.5,355,144.27,2006,sparkling,Cuvée Nicolas François Billecart Brut Champagne 2006 Billecart-Salmon sparkling,Outstanding
13006,Réserve Brut Champagne 2006,France,Champagne,Pol Roger,4.2,358,69.0,2006,sparkling,Réserve Brut Champagne 2006 Pol Roger sparkling,Outstanding
13007,Brut Champagne Grand Cru 'Aÿ' N.V.,France,Champagne Grand Cru 'Aÿ',Lallier,4.2,358,51.57,2050,sparkling,Brut Champagne Grand Cru 'Aÿ' N.V. Lallier sparkling,Outstanding
13008,Brut Champagne Grand Cru 'Aÿ' N.V.,France,Champagne Grand Cru 'Aÿ',Pierre Leboeuf,3.9,359,33.95,2050,sparkling,Brut Champagne Grand Cru 'Aÿ' N.V. Pierre Leboeuf sparkling,Outstanding
13009,Cuvée Esplendor Vinyes Propies 2013,Spain,Penedès,Vardon Kennett,3.9,360,38.79,2013,sparkling,Cuvée Esplendor Vinyes Propies 2013 Vardon Kennett sparkling,Outstanding
13010,Faìve Rosè Brut N.V.,Italy,Veneto,Nino Franco,3.6,361,12.5,2050,sparkling,Faìve Rosè Brut N.V. Nino Franco sparkling,Above Average to Very Good
13011,Sior Carlo Millesimato Prosecco Brut N.V.,Italy,Prosecco,V8+,3.5,361,9.9,2050,sparkling,Sior Carlo Millesimato Prosecco Brut N.V. V8+ sparkling,Above Average to Very Good
13012,Riesling Sekt Brut N.V.,Germany,Mosel,Villa Huesgen,3.9,361,13.76,2050,sparkling,Riesling Sekt Brut N.V. Villa Huesgen sparkling,Outstanding
13013,Réserve Brut Champagne N.V.,France,Champagne,Leclerc Briant,3.9,362,47.95,2050,sparkling,Réserve Brut Champagne N.V. Leclerc Briant sparkling,Outstanding
13014,Franciacorta Gran Cuvée Satèn N.V.,Italy,Franciacorta,Bellavista,4.2,363,54.62,2050,sparkling,Franciacorta Gran Cuvée Satèn N.V. Bellavista sparkling,Outstanding
13015,Amour de Deutz Millésime Brut Champagne 2007,France,Champagne,Deutz,4.5,363,139.0,2007,sparkling,Amour de Deutz Millésime Brut Champagne 2007 Deutz sparkling,Outstanding
13016,Tastevinage Crémant de Bourgogne Brut N.V.,France,Crémant de Bourgogne,Chevalier,3.7,365,14.9,2050,sparkling,Tastevinage Crémant de Bourgogne Brut N.V. Chevalier sparkling,Above Average to Very Good
13017,Franciacorta Gran Cuvée Brut Rosé N.V.,Italy,Franciacorta,Bellavista,4.1,366,44.9,2050,sparkling,Franciacorta Gran Cuvée Brut Rosé N.V. Bellavista sparkling,Outstanding
13018,Brut Champagne N.V.,France,Champagne,Marcel Pierre,3.8,366,27.7,2050,sparkling,Brut Champagne N.V. Marcel Pierre sparkling,Above Average to Very Good
13019,Aimery Crémant de Limoux Grande Cuvée 1531 Rosé N.V.,France,Crémant de Limoux,Sieur d'Arques,3.8,368,11.9,2050,sparkling,Aimery Crémant de Limoux Grande Cuvée 1531 Rosé N.V. Sieur d'Arques sparkling,Above Average to Very Good
13020,Private Cuvée Brut Champagne N.V.,France,Champagne,Jacquinot & Fils,4.0,368,44.5,2050,sparkling,Private Cuvée Brut Champagne N.V. Jacquinot & Fils sparkling,Outstanding
13021,Cava Rosé Brut N.V.,Spain,Cava,Llopart,3.8,370,18.95,2050,sparkling,Cava Rosé Brut N.V. Llopart sparkling,Above Average to Very Good
13022,Concerto Lambrusco Reggiano 2018,Italy,Reggiano,Medici Ermete,3.8,371,8.28,2018,sparkling,Concerto Lambrusco Reggiano 2018 Medici Ermete sparkling,Above Average to Very Good
13023,Ice Impérial (Demi-Sec) Rosé Champagne N.V.,France,Champagne,Moët & Chandon,4.1,372,67.59,2050,sparkling,Ice Impérial (Demi-Sec) Rosé Champagne N.V. Moët & Chandon sparkling,Outstanding
13024,Perlwein Trocken Rosa N.V.,Germany,Rheinhessen,Fritz Muller,4.1,373,7.5,2050,sparkling,Perlwein Trocken Rosa N.V. Fritz Muller sparkling,Outstanding
13025,Tinto Bruto N.V.,Portugal,Bairrada,Quinta do Ortigao,3.6,374,15.0,2050,sparkling,Tinto Bruto N.V. Quinta do Ortigao sparkling,Above Average to Very Good
13026,Brut Rosé N.V.,Italy,Nebbiolo d'Alba,Cuvage,3.7,379,18.06,2050,sparkling,Brut Rosé N.V. Cuvage sparkling,Above Average to Very Good
13027,Bollamatta Rosato N.V.,Italy,Toscana,Bibi Graetz,3.8,381,18.9,2050,sparkling,Bollamatta Rosato N.V. Bibi Graetz sparkling,Above Average to Very Good
13028,Cava Brut Stars Touch Of Rosé N.V.,Spain,Cava,Castillo Perelada,3.8,382,12.98,2050,sparkling,Cava Brut Stars Touch Of Rosé N.V. Castillo Perelada sparkling,Above Average to Very Good
13029,Lugana Metodo Classico Brut N.V.,Italy,Lugana,Zenato,3.8,383,15.9,2050,sparkling,Lugana Metodo Classico Brut N.V. Zenato sparkling,Above Average to Very Good
13030,Rosé Brut Champagne (Extra Cuvée de Réserve) 2009,France,Champagne,Pol Roger,4.1,383,68.0,2009,sparkling,Rosé Brut Champagne (Extra Cuvée de Réserve) 2009 Pol Roger sparkling,Outstanding
13031,Prosecco N.V.,Italy,Prosecco,Valdo,3.5,384,8.36,2050,sparkling,Prosecco N.V. Valdo sparkling,Above Average to Very Good
13032,i Quercioli Reggiano Lambrusco Rosato Dolce N.V.,Italy,Reggiano,Medici Ermete,3.7,384,5.9,2050,sparkling,i Quercioli Reggiano Lambrusco Rosato Dolce N.V. Medici Ermete sparkling,Above Average to Very Good
13033,Rosé Dolorès Brut Champagne N.V.,France,Champagne,Baron-Fuenté,3.9,388,28.99,2050,sparkling,Rosé Dolorès Brut Champagne N.V. Baron-Fuenté sparkling,Outstanding
13034,Red Top Sec Champagne N.V.,France,Champagne,Heidsieck & Co. Monopole,3.7,388,29.79,2050,sparkling,Red Top Sec Champagne N.V. Heidsieck & Co. Monopole sparkling,Above Average to Very Good
13035,Blanc de Noirs Extra Brut Champagne N.V.,France,Champagne,Maurice Grumier,3.9,389,29.9,2050,sparkling,Blanc de Noirs Extra Brut Champagne N.V. Maurice Grumier sparkling,Outstanding
13036,Floral Edition Rosé Extra Dry N.V.,Italy,Veneto,Valdo,3.6,389,7.99,2050,sparkling,Floral Edition Rosé Extra Dry N.V. Valdo sparkling,Above Average to Very Good
13037,Weisser Mulatschak 2019,Austria,Burgenland,Meinklang,4.3,391,11.5,2019,sparkling,Weisser Mulatschak 2019 Meinklang sparkling,Outstanding
13038,Grüner Veltliner Brut N.V.,Austria,Wien,Schlumberger,3.8,392,15.59,2050,sparkling,Grüner Veltliner Brut N.V. Schlumberger sparkling,Above Average to Very Good
13039,Blanc de Blancs Brut Champagne N.V.,France,Champagne,Le Brun de Neuville,3.9,396,29.95,2050,sparkling,Blanc de Blancs Brut Champagne N.V. Le Brun de Neuville sparkling,Outstanding
13040,Ultra D Champagne N.V.,France,Champagne,Veuve A. Devaux,3.9,397,39.9,2050,sparkling,Ultra D Champagne N.V. Veuve A. Devaux sparkling,Outstanding
13041,Vixen N.V.,Australia,McLaren Vale,Fox Creek,3.9,400,17.95,2050,sparkling,Vixen N.V. Fox Creek sparkling,Outstanding
13042,Kaapse Vonkel Brut Rosé 2017,South Africa,Stellenbosch,Simonsig,3.8,405,14.08,2017,sparkling,Kaapse Vonkel Brut Rosé 2017 Simonsig sparkling,Above Average to Very Good
13043,Prosecco di Treviso Brut N.V.,Italy,Prosecco di Treviso,De Faveri,3.6,407,9.5,2050,sparkling,Prosecco di Treviso Brut N.V. De Faveri sparkling,Above Average to Very Good
13044,Tresor Brut Rosé N.V.,France,Saumur,Bouvet-Ladubay,3.9,410,15.9,2050,sparkling,Tresor Brut Rosé N.V. Bouvet-Ladubay sparkling,Outstanding
13045,Cava Brut Rosado N.V.,Spain,Cava,Mont Marçal,3.5,412,7.9,2050,sparkling,Cava Brut Rosado N.V. Mont Marçal sparkling,Above Average to Very Good
13046,Cuvée William Deutz Millesimé Brut Champagne 2006,France,Champagne,Deutz,4.4,412,125.0,2006,sparkling,Cuvée William Deutz Millesimé Brut Champagne 2006 Deutz sparkling,Outstanding
13047,Prosecco Brut N.V.,Italy,Prosecco,Carpenè Malvolti,3.6,414,11.9,2050,sparkling,Prosecco Brut N.V. Carpenè Malvolti sparkling,Above Average to Very Good
13048,Chardonnay Brut N.V.,Italy,Piemonte,Borgo Maragliano,3.7,414,11.99,2050,sparkling,Chardonnay Brut N.V. Borgo Maragliano sparkling,Above Average to Very Good
13049,Clement de Lure Methode Cap Classique Brut N.V.,South Africa,Stellenbosch,Stellenrust,3.8,415,14.99,2050,sparkling,Clement de Lure Methode Cap Classique Brut N.V. Stellenrust sparkling,Above Average to Very Good
13050,Brut Rosé Champagne (Cuvée Royale) N.V.,France,Champagne,Joseph Perrier,3.8,419,45.6,2050,sparkling,Brut Rosé Champagne (Cuvée Royale) N.V. Joseph Perrier sparkling,Above Average to Very Good
13051,P.R. Rosé N.V.,Italy,Franciacorta,Monte Rossa,3.8,420,59.0,2050,sparkling,P.R. Rosé N.V. Monte Rossa sparkling,Above Average to Very Good
13052,Cava Stars Brut Reserva N.V.,Spain,Cava,Castillo Perelada,3.5,420,12.99,2050,sparkling,Cava Stars Brut Reserva N.V. Castillo Perelada sparkling,Above Average to Very Good
